nct_id,brief_title,study_type,overall_status,start_date,study_first_post_date,enrollment,lead_sponsor,interventions,countries,has_results,preliminary_screening,screening_reason
NCT07194226,Attitudes and Decision Regret Regarding Fertility Preservation in Transgender Individuals,OBSERVATIONAL,COMPLETED,,,616,,No intervention (observational study),,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05292820,Sexual Function of Trans Women After Vaginoplasty,OBSERVATIONAL,COMPLETED,,,158,,Validated and non-validated questionnaire for exploration of sexuality and satisfaction after surgical procedure,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT06428669,Effect of Nitropaste in Chest Masculinizing Surgery,INTERVENTIONAL,UNKNOWN,,,256,,Nitro-Bid 2 % Topical Ointment,,False,include,Transgender population and GAHT intervention/exposure identified
NCT07412509,"Can 3D Modeling Enhance Patient Understanding, Education, and Surgical Outcomes in Gender Affirming Peritoneal Vaginoplasty?",OBSERVATIONAL,NOT_YET_RECRUITING,,,20,,Use 3D printed patient specific models for patient education,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT06880705,The Trans-Led Care Study,INTERVENTIONAL,RECRUITING,,,124,,The TLC Program,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT01534351,Comparison of Finasteride and Tamsulosin for Treatment of Benign Prostatic Hyperplasia (BPH) (MK-0906A-149 AM2),INTERVENTIONAL,TERMINATED,,,1,,Finasteride; Tamsulosin; Finasteride-matching placebo; Tamsulosin-matching placebo,,False,exclude,Oncology indication not related to transgender health
NCT06844097,Intervention for Medical Student to Promote Cervical Cancer Screening Among Latinx Transmasculine Individuals,INTERVENTIONAL,NOT_YET_RECRUITING,,,60,,Cervical Cancer Trans Inclusive Education (CC-TRAINED) Module; Disaster Preparedness Course,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05175170,Fertility Decision-Making in Youth and Young Adults,INTERVENTIONAL,COMPLETED,,,20,,Decision-aid,,False,include,Transgender population and GAHT intervention/exposure identified
NCT05534763,Internet-delivered Treatment for Transgender Individuals With Co-occurring Mental Health Problems,INTERVENTIONAL,COMPLETED,,,24,,IERGD; IER SUPPORT,,False,include,Transgender population and GAHT intervention/exposure identified
NCT04818580,Progressive Tension Sutures in Gender Affirming Mastectomy,INTERVENTIONAL,TERMINATED,,,3,,Progressive Tension Sutures,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT06390332,Centering Gender Affirming Resources in Higher Education,INTERVENTIONAL,RECRUITING,,,100,,Giving Information for Trauma Support and Safety (GIFTSS) Training; Centering gender Affirming Resources in higher Education (CARE) Learning Modules,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT06316102,Promoting Viral Suppression Among Transgender Women Living With HIV in Santo Domingo,INTERVENTIONAL,COMPLETED,,,139,,Gender Affirming Abriendo Puertas (Opening Doors) (GAP),,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04217707,Transgender Therapeutic Support Groups,INTERVENTIONAL,WITHDRAWN,,,0,,Pre- and Post-Surgical Transgender Therapeutic Support Group,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05829928,Testicular Tissue Cryopreservation in the Setting of Gender-Affirming Therapy,OBSERVATIONAL,ACTIVE_NOT_RECRUITING,,,150,,Infectious Disease Testing; Gonadal Tissue Removal,,False,include,Transgender population and GAHT intervention/exposure identified
NCT04096053,Transgender Education for Affirmative and Competent HIV and Healthcare,INTERVENTIONAL,COMPLETED,,,78,,TEACHH,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04993469,Patient Reported Outcome on Genital Sensitivity and Sexual Function After Genital Gender Affirming Surgery,INTERVENTIONAL,RECRUITING,,,200,,Semmes-Weinstein monofilament testing and questionnaires,,False,include,Transgender population and GAHT intervention/exposure identified
NCT07147166,Evaluating the Efficacy of Force Modulating Tissue Bridge Device in Preventing Hypertrophic Scars Following Gender-Affirming Mastectomy,INTERVENTIONAL,RECRUITING,,,78,,Brijjit® BP100-6 and BP-75; Control: Standard of care and normal wound dressing,,False,include,Transgender population and GAHT intervention/exposure identified
NCT07324967,A Standardized Counseling Approach to Preoperative Education in Transmasculine Individuals Receiving Gender-affirming Surgery,INTERVENTIONAL,RECRUITING,,,250,,Educational Handout,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05897086,Polyethylene-glycol Assisted Nerve Repair in Phalloplasty,INTERVENTIONAL,ENROLLING_BY_INVITATION,,,30,,Polyethylene Glycol 3350,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05726903,Counseling Among Gender Diverse Adolescents Who Use Depot Medroxyprogesterone,INTERVENTIONAL,COMPLETED,,,35,,Depo-subQ Provera Injectable Product,,False,include,Transgender population and GAHT intervention/exposure identified
NCT04491422,Same-Day PrEP Initiation and Sexual Health for Transgender Women,INTERVENTIONAL,COMPLETED,,,200,,Integrated Next Steps Counseling with Real-Time Drug Level Feedback,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04979338,"Development of Effective, Opioid Sparing Techniques for Peri-operative Pain Management of Transgender Patients Undergoing Gender Affirming Surgeries",INTERVENTIONAL,RECRUITING,,,640,,Ultrasound guided Continuous Infraclavicular Brachial Plexus Block; Ultrasound guided Continuous Femoral Nerve Block; Ultrasound guided Pudendal Nerve Block; Bupivacaine; Bilateral ultrasound guided Transversus Abdominis Plane Block; Bilateral spermatic cord block; Pecs I & II Block; Local anesthetic,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT06070324,Effect of Suture Material on Postoperative Nipple Areolar Complex Widening,INTERVENTIONAL,UNKNOWN,,,180,,Breast surgery; Suturing of surgical incision,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05925361,Peritoneum Vaginoplasty; Implementation According to IDEAL Framework,INTERVENTIONAL,UNKNOWN,,,13,,Laparoscopic pedicled single flap peritoneum vaginoplasty,,False,include,Transgender population and GAHT intervention/exposure identified
NCT00985738,Role of Dutasteride in Patients Undergoing 3D Mapping Biopsy in Early Stage Prostate Cancer,INTERVENTIONAL,TERMINATED,,,16,,Dutasteride; Placebo,,False,exclude,Oncology indication not related to transgender health
NCT06098781,Gynaecological Gender-affirming Surgeries,OBSERVATIONAL,UNKNOWN,,,57,,,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT07017595,Gender-affirming Voice Training With Visual Feedback,INTERVENTIONAL,TERMINATED,,,6,,Visual-acoustic biofeedback: experimental,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT07512856,The Implementation of a Trans-tailored Harm Reduction Service for Transgender Persons in Relation to chemsEX and Substance Use (iT-REX),INTERVENTIONAL,RECRUITING,,,140,,Transgender-tailored Harm Reduction Service,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT07729644,Evaluation of State-Level Sexual and Gender Minority Laws for the Primary Prevention of Sexual and Intimate Partner Violence Among Sexual and Gender Minority Youth in the U.S.,OBSERVATIONAL,NOT_YET_RECRUITING,,,30,,Enumerated anti-bullying state legislation; Conversion therapy state legislation; Gender-affirming care state legislation,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04478214,The Strategic Use of Hyaluronic Acid Fillers and Neurotoxin to Influence Gender Perception in Transgender Individuals,OBSERVATIONAL,COMPLETED,,,2,,,,False,include,Transgender population and GAHT intervention/exposure identified
NCT03899896,Voice Feminisation in Transgender Women,OBSERVATIONAL,COMPLETED,,,77,,,,False,include,Transgender population and GAHT intervention/exposure identified
NCT04290286,"i2TransHealth: Interdisciplinary, Internet-based Trans Health Care",INTERVENTIONAL,COMPLETED,,,186,,i2TransHealth,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05097820,Prospective Observational Study on SEBBIN Silicone Gel-filled Testicular Implants,OBSERVATIONAL,RECRUITING,,,100,,Placement of testicular prosthesis,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05273112,Evaluation of the Variation in Quality of Life During Medical Transition for Transgender People.,OBSERVATIONAL,NOT_YET_RECRUITING,,,400,,,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04474366,The Effect of Pectoral Blocks on Perioperative Pain in Gender Affirmation Top Surgery,INTERVENTIONAL,COMPLETED,,,50,,Ropivacaine 0.2% Injectable Solution; Saline (0.9%),,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04064671,ZEPHYR: A Study Evaluating Surgical Outcome After Implantation of the Zephyr ZSI 475 FTM Inflatable Penile Implant in the Neophallus After Female-to-male Sex Reassignment Surgery,OBSERVATIONAL,RECRUITING,,,100,,Implantation of the Zephyr ZSI 475 FTM erectile implant,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04573127,Gender Dysphoria: Epidemiological Data,OBSERVATIONAL,UNKNOWN,,,320,,descriptive study,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04265885,Gender Dysphoria and Transition,OBSERVATIONAL,UNKNOWN,,,10,,collection of testimonies from transgender people,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04554849,Demographic Characteristics and Psychosocial Health of Transgender People,OBSERVATIONAL,UNKNOWN,,,320,,Gender dysphoria psychosocial health,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT03872648,TransCare - Genital Surgery for Trans Women in Centralized vs. Decentralized Health Care Delivery Settings,OBSERVATIONAL,UNKNOWN,,,64,,,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT03293771,Transgender Post-reassignment Urogynecologic Measures and Perceptions,OBSERVATIONAL,UNKNOWN,,,200,,Focus group interviews; Questionnaire packet,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04160364,Gender Dysphoria in Children and Adolescents : Parents' Perspectives,OBSERVATIONAL,UNKNOWN,,,20,,qualitative study,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT03643120,Gender Dysphoria Among Adolescents (Norwegian Title: Kjønnsdysfori Blant Ungdom),INTERVENTIONAL,UNKNOWN,,,20,,Qualitative interview,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT06639776,Sexual Functioning After Erection Prosthesis Placement in Post Phalloplasty Transgender Persons,OBSERVATIONAL,RECRUITING,,,150,,Questionnaire,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05883553,Epithesis Versus Prosthesis in Post-phalloplasty Transgender Patients.,INTERVENTIONAL,RECRUITING,,,40,,Usability and added value of device within sexual activity,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05204732,Acoustic and Perceptual Effects of Intonation Training in Gender Diverse People,INTERVENTIONAL,COMPLETED,,,55,,Intonation training; Sham therapy + intonation training,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05126134,Psychological Vulnerabilities and Transgender Adolescents: A Descriptive Epidemiology Study,OBSERVATIONAL,COMPLETED,,,15,,KSADS (Kiddie Schedule for Affective Disorders and Schizophrenia),,False,include,Transgender population and GAHT intervention/exposure identified
NCT05903911,Trans Care: An Online Intervention to Reduce Symptoms of Gender Dysphoria,INTERVENTIONAL,COMPLETED,,,312,,Trans Care Web App,,False,include,Transgender population and GAHT intervention/exposure identified
NCT07661823,"QAIAx (AIhealth4U) - AI Public Health Central: Microcity-A (re Quantum AI Agency Aka AI City Hall Project, UPSTO App Nos. 64/074,526, 64/063,557, 63/903,181, 63/729,428",INTERVENTIONAL,NOT_YET_RECRUITING,,,1000000,,AI City Hall Project (AIhealth4u - Public Health Central); AI City Hall Project (QAIAx Microcity A - AI Public Health Central),,False,include,Transgender population and GAHT intervention/exposure identified
NCT05884307,Trans Care: An Online Intervention to Reduce Symptoms of Gender Dysphoria,INTERVENTIONAL,COMPLETED,,,138,,Trans Care Web App,,False,include,Transgender population and GAHT intervention/exposure identified
NCT03602222,An LGBT-Competency Program for Mental Health Professionals in Romania,INTERVENTIONAL,COMPLETED,,,120,,Mobile web training LGBT mental health; In-person training LGBT mental health,,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
